label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,-0.22922202887121107,-0.11426258972248891,-0.016478452523067066,-0.3686004863301788,-0.3565847448909615,-0.019107579619151566,-0.4126596931719472,-0.5986568772002011,-0.043532951746924675,-0.4628065994605221,-0.7909099903419742,-0.05751232416901041,-0.30793154659854616,-0.6126776233827093,0.10073427020711827,-0.35950644058885384,-0.8589515684291135,0.023823111655657845,-0.3695275353746628,-0.7468097083161889,-0.02923120889114929,-0.3392397662071961,-0.6206026336693641,-0.0475360883953111,-0.20655513504091802,-0.6682369888104055,0.06827281457938944,-0.26311727072189456,-0.9668017861633064,-0.006125224971280189,-0.27586343608558495,-0.78319053456316,-0.03484264269545426,-0.23689273019247475,-0.6595797687217116,-0.026362419816148147,-0.09439595191560371,-0.6961600774927993,0.016467457274846598,-0.13696073641018608,-1.0,-0.05051708080926037,-0.1672797584350569,-0.8250604340968317,-0.03249282964111786,-0.13381991353495176,-0.6907602980843963,0.004678234871834038,0.03137715448269556,-0.6973144687514287,-0.04141980932658196,-0.027722713219494353,-0.9272410263224066,-0.06689130109511508,-0.0734674313080053,-0.8195118910871851,-0.03513636095594522,-0.054932165226535,-0.7104708501920176,0.0018300653578311509
A,0.0,0.0,0.0,-0.20918171139960168,-0.12096140124372814,-0.016653617706112456,-0.3345188539406233,-0.36977104696872604,0.00024998664462386286,-0.386377771530243,-0.5941751575012464,0.00010807575639012483,-0.4411182026489979,-0.7676826434880042,0.008488433149252458,-0.26934436131152717,-0.6119600943494933,0.1413879210996358,-0.3111553557454547,-0.817835854565161,0.09318400794727684,-0.3457028046466487,-0.8355891528611104,0.032731927726339836,-0.3512523177321042,-0.7675422127207887,0.0032953307838266242,-0.17856521385579868,-0.6730014079155773,0.12190571931172456,-0.22793393685259497,-0.9452374588987915,0.06674865610206004,-0.25223160493402297,-0.9172767495402465,-0.0017340721031982114,-0.24188080277183321,-0.8002157712262539,-0.030825463104234143,-0.08154291043412627,-0.6959896839817432,0.08408398668838996,-0.12081597491562358,-0.9521303153114774,0.03301026546177993,-0.14795075154050608,-0.9263893926850372,-0.009862752549437326,-0.13002908434051705,-0.8071398036393032,-0.020207217750128896,0.0365136646629842,-0.6964252228829623,0.040621271334616814,0.02948546555435878,-0.9456583811588906,0.016802464479467635,0.010829635924447507,-1.0,0.0016183086345503838,0.01677083798776217,-0.9581123144553862,-0.0006285294355922867
A,0.0,0.0,0.0,-0.26898726175048204,-0.13424181601711077,-0.03683500400094304,-0.4685141869751662,-0.451247221080802,-0.042668647657895346,-0.5256477120670945,-0.7637705323935055,-0.06836659593312161,-0.4976867802467575,-1.0,-0.06839628657751477,-0.3561570840050152,-0.7734775210460326,0.07113208984223636,-0.43809647986007944,-0.9930221470640916,-0.05604998319855976,-0.3862600225474392,-0.7002051922327233,-0.10462477876361544,-0.3390808230868919,-0.602137792247474,-0.11199126058605963,-0.20072120196815965,-0.7951372865105204,0.04418363615931235,-0.28151294370515534,-0.9799588561915901,-0.07821693022656494,-0.24764832316591334,-0.6365257978527252,-0.07520929346686375,-0.20363656478174288,-0.6118982520466543,-0.03542070616533916,-0.033365995511584534,-0.7983884902698317,-0.011152909393890121,-0.10369477721233576,-0.9853402134631392,-0.13772346793030846,-0.09402729925930609,-0.6539637133735816,-0.06755516140498473,-0.04784798390070698,-0.5962815163679658,0.021604213891345522,0.14616825236273984,-0.7881781353057075,-0.07296352177022163,0.08376716081381505,-0.9919911812118721,-0.12091341858144478,0.06417248790972595,-0.828088419677382,-0.05763189694538573,0.1025803120818451,-0.7946926594388427,0.011288315971188742
A,0.0,0.0,0.0,-0.2317578249742623,-0.17073984379304907,-0.04629181736762017,-0.3800023104893451,-0.48269760481398755,-0.05174558811388908,-0.4295218840147114,-0.7829739912512023,-0.07239965552188384,-0.46521107256276883,-1.0,-0.06773313455504404,-0.31383742707650975,-0.7211686140233938,0.08222572182081088,-0.36280916357945436,-0.9489671197792994,-0.01703231570623791,-0.319803425438743,-0.7069686784022221,-0.05499812111548493,-0.2930457887502146,-0.6237761693235521,-0.059263840128705995,-0.18459916307523153,-0.75800368614534,0.06692939411597994,-0.2330515713561445,-0.9640882726071064,-0.02819695332374895,-0.19992413255060365,-0.6858766339106224,-0.026708428940320904,-0.1767562644365693,-0.6487486019518316,0.005839306961625203,-0.04406013825066171,-0.7618189720960542,0.024022294895461597,-0.0814426218905462,-0.9520416024243543,-0.06984208104211094,-0.07269403695889393,-0.6982879614356776,-0.014640822607282375,-0.04599192860545373,-0.6381646034308852,0.05472745136356589,0.10476813941569299,-0.749879954547611,-0.02721595273719102,0.07736884196614559,-0.9478301717995627,-0.051944411732281336,0.057610754030112524,-0.8186387132914623,0.0020506738388642873,0.0773269297745273,-0.7730246326672983,0.057431475843477076
A,0.0,0.0,0.0,-0.18724174204915991,-0.15098872179060863,-0.029431557246122977,-0.2827817610843111,-0.4458740418968316,-0.034006487793203706,-0.2995106399502168,-0.6883792452976083,-0.05586714293086228,-0.3301373307823138,-0.8848391845747365,-0.0629875852695165,-0.2113069873662673,-0.6887203113669302,0.07693497978938252,-0.22266991696411192,-0.9346985389462488,-0.0028700478941846475,-0.26049244628587626,-0.8102153069914005,-0.052612165072421,-0.256190374372541,-0.6809080661368965,-0.06777083622757765,-0.11047346828724319,-0.7177583302319687,0.05307983302002959,-0.11537211165450831,-1.0,-0.02183521905642233,-0.16846108770659377,-0.8352755104476488,-0.04656333248828997,-0.15510252657844334,-0.7250602370753778,-0.0360076402149409,-0.0076648253469410125,-0.7152291631156461,0.00904175568922374,0.0021043894144119157,-0.984993261045481,-0.05140679845917513,-0.06119236294405407,-0.8429063804737406,-0.03512665355148149,-0.05399635635873897,-0.7267383359270492,-0.000889370966917617,0.10110331259369232,-0.688458586443355,-0.043195804087689804,0.10088495634724123,-0.9188161897625043,-0.06071744304042702,0.03530815462244541,-0.8599011866544158,-0.033745277662549686,0.024002377544842034,-0.7794279167200371,-0.001201177148848335
A,0.0,0.0,0.0,-0.26191286776414774,-0.15106889091448214,-0.030975599767678507,-0.4335554652580252,-0.45325894769210495,-0.03124414721598012,-0.5027791383419177,-0.7588073404570763,-0.05496065514507947,-0.5626324170574475,-0.9835305358182237,-0.05752366512783753,-0.3508999857232283,-0.7017573607740206,0.12519493077912186,-0.4299162063322974,-0.9297079851082289,0.01673810565859295,-0.37444545724106876,-0.6833945770231833,-0.03489350970321339,-0.32870180216787287,-0.5828340490022733,-0.04550141189634516,-0.22507528251534753,-0.7479475493372283,0.09700902799295494,-0.3013714486530415,-0.9666591256026444,-0.012411371111452187,-0.25270347145194766,-0.6687323324950306,-0.026168790914432735,-0.20990764026928188,-0.623494294782389,0.003613203468206709,-0.08347276980352966,-0.7720704613593683,0.04018015637956992,-0.15820815533127602,-1.0,-0.06705675635091758,-0.1298922652843823,-0.7108626464741865,-0.00866870082663059,-0.081837091052857,-0.6384939104077666,0.06982039889250138,0.07352844921313023,-0.7788005315351922,-0.02462862067765797,-0.0006811118310508802,-0.9833491109964089,-0.058823115609404016,-0.018076809031705415,-0.793377554718473,0.006826810827470687,0.01572092205980869,-0.7121381112929264,0.07577948907776995
A,0.0,0.0,0.0,-0.2324911997307475,-0.22410074000430452,-0.0005474704354009929,-0.3422421935529029,-0.5410883560235713,0.010209519672459413,-0.37343308892856236,-0.7988255410145882,-0.006371447690209339,-0.43155552211787385,-1.0,-0.00949071961711466,-0.21914729440837902,-0.7323506846260548,0.12639551719034026,-0.28450567917834396,-0.9326428638340526,0.030427168374848,-0.27150012081574626,-0.7200501118148159,-0.02097749051556677,-0.22978830105397854,-0.6066832378787647,-0.03389040851918768,-0.10616707277383104,-0.7340735402199077,0.08592186235788853,-0.1750552053563813,-0.9356901869322419,-0.010755612607160826,-0.17604604117291656,-0.671492241072366,-0.030205279397227905,-0.12579779782129286,-0.5932839019147986,-0.009483558297810902,0.024632999904227588,-0.7191322055380764,0.02263076906392737,-0.04558588721195189,-0.9332868652012719,-0.07137699749982761,-0.06374418999905485,-0.67668218375352,-0.026201134293325316,-0.01882231786423747,-0.5832150149348381,0.038671464493718125,0.1719615678090688,-0.6813930548025674,-0.04534987177139668,0.10870839479777665,-0.8949634398768245,-0.07851200296639958,0.06327454891088743,-0.7324273863834262,-0.022430920708270508,0.08883530477107983,-0.6349490928759784,0.037714978123683275
A,0.0,0.0,0.0,-0.20722401350640657,-0.27430223490650985,0.014691693175031089,-0.28328352769440424,-0.5966470830763301,0.029112885064719738,-0.31853737695254164,-0.8139436561555903,0.014187633329934383,-0.3817603316384777,-0.9683389518988305,0.010709828991971386,-0.15232692513160423,-0.7872987864204417,0.14551145381627514,-0.2107454764703042,-0.9817767514400374,0.061489045976371594,-0.23892012984643607,-0.7794498372331181,0.0070158311122342516,-0.21269454952170636,-0.6539627874639676,-0.0125129096241791,-0.0448683367888112,-0.7866970547704712,0.09685203283768992,-0.11513503675391776,-1.0,0.0055296992692573715,-0.16091514775308727,-0.7585627134820008,-0.025570366257003277,-0.11468286404163966,-0.6483815843895865,-0.013199660928204125,0.08582290517526363,-0.7608204088847405,0.02795792907317457,0.004198793434089518,-0.9712731037969616,-0.04734295962536989,-0.05772811124650437,-0.759279809805604,-0.01876779534815033,-0.02033138502500988,-0.6537602438040103,0.03055407292429209,0.22899592749592454,-0.7072372323752603,-0.04541409041329532,0.1286625279590001,-0.8878559235062295,-0.059872692521191435,0.06022636821301213,-0.7596674176295137,-0.0126402598721476,0.09112946166866698,-0.6679411404191278,0.03674807230617341
A,0.0,0.0,0.0,-0.18869472254598738,-0.2442626916156947,-0.0013920518430884856,-0.2683827697490059,-0.5850254969913783,0.00406414786306956,-0.30759448873620804,-0.8187506357746822,-0.013131478359583393,-0.35657228923147166,-1.0,-0.013476663669460943,-0.13035225217599952,-0.8294112668203656,0.09803627733006616,-0.253550631736785,-0.9789883747386043,0.005120624298347891,-0.23375231693765874,-0.735844258304285,-0.04222535741941726,-0.17327713796951233,-0.6671318660753736,-0.05968416395191962,-0.025657245424169455,-0.8242879905948055,0.05534028255526046,-0.1601423242291693,-0.9762220268846303,-0.043178467386500635,-0.15867557747754113,-0.7061076689762921,-0.05272400848511152,-0.08588704448442652,-0.6600824352247517,-0.029497788302458795,0.09758995774961776,-0.7924845026281275,-0.007646905577844938,-0.039148481245908716,-0.9488188762376737,-0.1042079684722679,-0.05554069385051549,-0.6868325336484964,-0.05146025464037333,0.016124993108396574,-0.6300692111113613,0.014032475712927147,0.22759733855982184,-0.7307382596197077,-0.07585932138137871,0.1118866375886299,-0.877025451953294,-0.11628700798076264,0.06665024976723852,-0.7026026577128884,-0.06180674140771823,0.11555646494522825,-0.625384085559936,-0.00371138484210221
A,0.0,0.0,0.0,-0.23437948271841272,-0.21630799326889683,-0.006708839832681906,-0.35650561456548985,-0.5514727224225261,-0.00607565831451573,-0.42137983001112345,-0.8049471175543882,-0.026490763249710825,-0.4885812841106035,-1.0,-0.030639284846556838,-0.23807240381921319,-0.8046921006846868,0.08808500440402073,-0.34621004246366427,-0.9627536956474325,-0.007627163038566924,-0.31080495571598504,-0.7177254760175089,-0.05819362758356734,-0.2535792540421013,-0.6250266341632007,-0.07684433799219831,-0.11132985844885988,-0.8070229045414814,0.04494383031033726,-0.22884628774291615,-0.9715500999095696,-0.05202129788911781,-0.21343360082142276,-0.699335110621956,-0.06575936835304719,-0.14150374388253117,-0.6384693367380322,-0.045153678252441355,0.03780205657683474,-0.7743968934918688,-0.017641773882509183,-0.08238187853479387,-0.9509134469388748,-0.10942561360923009,-0.09135717209779896,-0.690540174384562,-0.05593878745355906,-0.02831138147000448,-0.6276307003400784,0.007503117538186443,0.19417018013921908,-0.7091035569820096,-0.0855536307146544,0.07957574923788543,-0.8428240433931337,-0.12517072293722709,0.04001908851601992,-0.6673239922219855,-0.06935453473477723,0.08875845372534348,-0.5960348232246547,-0.011476566401853554
A,0.0,0.0,0.0,-0.22730800472304497,-0.21125228101603585,-0.03205684150527285,-0.3615901906475723,-0.5263471066407491,-0.04461056250936074,-0.4312339518376721,-0.7878929371974583,-0.07494956458720795,-0.502233028459845,-1.0,-0.08739114675587474,-0.27149897768177406,-0.7915909952178478,0.0835595333333436,-0.36069587223819394,-0.9564197690230956,-0.021837555765500134,-0.32207333608640015,-0.7109625764119368,-0.07302044302770959,-0.27797389040962117,-0.6188031038621152,-0.08847800851864275,-0.1393549323221974,-0.804602893171452,0.053597778591271635,-0.24482944988149885,-0.9918762124152508,-0.054804160255061574,-0.21848659342770857,-0.6823008970266681,-0.06531138843929671,-0.15884846422953697,-0.6210780411422051,-0.03762336016823915,0.011381111101666251,-0.7827747236834848,0.00013522345729659565,-0.08508963248929892,-0.9782566365680946,-0.1062003800300547,-0.07817497367355125,-0.6945853211194162,-0.04501386077305064,-0.022497326830086026,-0.6275363484884457,0.030133861640715538,0.16472113534947705,-0.7303570690789806,-0.060019738880456225,0.08061507519569146,-0.8901990886413061,-0.10342599018392926,0.04764568306533763,-0.7062480318174926,-0.04123214881850036,0.08290108273018568,-0.6340883576308944,0.023539613176565076
A,0.0,0.0,0.0,-0.20940597613673587,-0.20176622407296887,-0.045759529083391585,-0.3210470205322193,-0.5197323646828478,-0.04817259853107683,-0.37719146702086126,-0.8031957538526892,-0.0657563413738925,-0.4418731181541195,-1.0,-0.059991155073954874,-0.2470808485115001,-0.7449600558813807,0.11499759638627527,-0.2884141489382388,-0.956409793301713,0.026436741996460754,-0.26029490291806706,-0.7152637239196541,-0.01579032128909071,-0.22863333677356823,-0.6419091284389261,-0.028137711697977585,-0.11584065505063876,-0.7646206243577605,0.10100702347124457,-0.17067098790084345,-0.9691455802704024,0.008061573496233024,-0.1633834859750598,-0.6843436779700819,-0.002396702418539924,-0.12661466676837796,-0.6540123983074044,0.022697883554741324,0.028578068652130927,-0.7530827496152172,0.05993363956832801,-0.027948169121947353,-0.9672409241368376,-0.028921186048221914,-0.04004461461142547,-0.7093022081820752,0.025525065142772446,-0.0032717755650585813,-0.6599849452329563,0.09274544077061532,0.17530502169591614,-0.7196760121395419,0.009441304590459563,0.12043140545561423,-0.8955856925118052,-0.018137761595406234,0.07675612773143432,-0.7295833277242547,0.03730104819456743,0.10111168199066949,-0.6630473151958167,0.09417931992339017
